Text,emotion
finally home and exhausted work week is over but I still expect less than 5 hour sleep tonight happy mother day I luv you mom,sadness
what about aporkalype now for the made for tv movie,joy
I am scared the day I grow old the day my parent would not be in this world,fear
is okay heart get lovin sorry for sneeze,love
its summer and no one have textedcalle I I m a loner,sadness
happy mother day to all you mum out there,love
I heart mela so so much cept last time I go they book we in on the saturday instead of the friday and would nt feed we,sadness
430 on a friday and you ve already get out the fine china I want I want I want in on it still at work,love
just lose internet and I was in a raid for 25 o,sadness
I love the music video of you belong with I by taylor,love
httptwitpiccom4jacy the lovely miss rane I,love
yipaw gon na miss they on bed and breakfast,sadness
people a majority accord gallup nationwide support legalize marijuana so why do not dems racism closemindedness,fear
I use to stutter a lot in those day I was a very frightened boy,fear
overhear grown man to a woman I do too go on batman robin I go on medusa too for your information management,anger
haha what can I say you re a great teacher you learn from the good hannah montana,surprise
shan do you know I am the blonde one out of little mix,surprise
he was naturally sometimes nervous in the face of my beauty and at other time needlessly pleased with himself,fear
soooo bum I am miss the blockparty again have not been able to get the application to listen on my iphone,sadness
bola baby shower yesterday was awesome dee con she proper the shock on her face when we scream priceless,surprise
no I love jordie version as well as joe and donnie all 3 are different,love
happy mother day,joy
I have new slipper they are piggys so so cute and very warm,joy
oh my god what happen are we die,fear
no one love I brittany forget my flower,sadness
ooh I feel so sleepy its 1024 before midday and I do nt wanna go to school 2day but I have to,sadness
I hope its in expo that would be amazing I m try so hard to make perfection so it is,joy
ok donc a qq minute pre jetais sur les lieux dun braquage en live,fear
bill is super thank you,love
jimmy eat world initial are jewnew favorite band,joy
there is a lot of pumpkin pie can in the kitchen but no pie yet what is the deal,anger
just have an awesome girl scout day at dodger stadium with two awesome olympic athlete joanna haye and heath bown and we win,joy
ik miss you too I know you like see I while walk off the field,surprise
the exam was draw near and I want to prepare for it but I have a lot of other thing to do so I do not have much time to prepare for the exam whenever I sit down to study I was scared that I would not be able to finish it,fear
awh I was have a great time outdoors today then I got rain out what I shut down oh well tomorrow is another day hopefully,love
yes and I want you to keep go if you would,joy
I am soo fucking sick of wade mood swing uhh I hate he he is an asshole ahhhh,surprise
besides I have not have strep for like 10 year because of that reason I am more tired than anything else,sadness
I am tired of my phone walkman work like a charm but l need well video and wap really thank for yesterday and for buy my album,love
do he ask for your twitter i d your sun sign,joy
I m so jealous I want to go to ny,sadness
celebrate the fact that norwich city got relegate yesterday seem like myself and the awfully nice mister fry are football rival,love
so long farewell 333 have a super amazing day I am go to sleep,love
perhaps it was something in the dowagerduchess s voice that cause it but joan to her own dismay burst into tear,fear
you are very much welcome,joy
thank x x it go really well I am tired now though hope you spoil your muminlaw,love
thankfully no why are you still up,surprise
hey chick when are we go to ja to pick up some hot guy and eat jerk pork and festival well you already have a hot guy,joy
I m try to fix myself really but I need to stop cut myself,sadness
ten second ago I make my cd contain my soft copy of I freak out the min it was out of the laptop scare,fear
thank for the hack emma but I do not have mono everyone cleanbillofhealth,surprise
when close relative try to dissuade I from study psychology because of its low status,anger
do not feel good,surprise
I can not wait to buy my mom something awesome,surprise
that was still the kind of work that I want to do and if I think very much a comprehensive school it was in a spirit of mild disquiet,fear
travis and I are actually hang out together watch football and hunt,surprise
ouch realise how sheltered my upbringing was,sadness
when we fear thing I think that we wish for they every fear hide a wish mamet edmond,fear
this is the bad hangover since new year day of 2010 my spew look like blood thinkimayactuallybedye,fear
early morning230 amwhat up I amplaye w my baby outsidewowwa in the 80sfelt greatgot lonely misses sissy and jess,joy
